Country_Availability,Year,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
Thailand,2021.0,9.0,0.0,7.0,3.0,2.0,17.0,6.0,9.0,24.0,3.0,7.0,1.0,2.0,2.0,2.0,0.0,4.0,0.0,1.0,11.0,4.0,1.0,3.0,1.0,5.0,0.0,1.0
Turkey,2015.0,11.0,0.0,12.0,9.0,2.0,25.0,8.0,6.0,23.0,11.0,12.0,0.0,1.0,4.0,2.0,2.0,8.0,0.0,0.0,13.0,9.0,2.0,1.0,0.0,11.0,0.0,1.0
Turkey,2016.0,30.0,0.0,23.0,30.0,13.0,55.0,20.0,22.0,64.0,21.0,25.0,0.0,9.0,2.0,9.0,6.0,16.0,1.0,3.0,18.0,18.0,5.0,3.0,0.0,24.0,5.0,2.0
Turkey,2017.0,45.0,0.0,28.0,31.0,7.0,90.0,38.0,29.0,91.0,22.0,23.0,0.0,7.0,12.0,5.0,2.0,19.0,0.0,3.0,35.0,14.0,7.0,5.0,0.0,39.0,2.0,2.0
Turkey,2018.0,65.0,0.0,32.0,26.0,13.0,112.0,44.0,37.0,140.0,16.0,33.0,1.0,11.0,26.0,5.0,6.0,27.0,0.0,6.0,49.0,27.0,7.0,8.0,4.0,68.0,8.0,2.0
Turkey,2019.0,48.0,0.0,32.0,30.0,13.0,111.0,39.0,32.0,126.0,26.0,34.0,3.0,10.0,19.0,10.0,1.0,20.0,0.0,10.0,46.0,20.0,10.0,3.0,0.0,37.0,5.0,0.0
Turkey,2020.0,52.0,0.0,41.0,41.0,9.0,166.0,50.0,45.0,186.0,44.0,28.0,3.0,11.0,27.0,14.0,4.0,36.0,0.0,21.0,83.0,24.0,13.0,14.0,1.0,68.0,3.0,3.0
Turkey,2021.0,7.0,0.0,6.0,3.0,2.0,14.0,5.0,9.0,19.0,2.0,5.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,1.0,6.0,3.0,1.0,2.0,1.0,5.0,0.0,1.0
United Kingdom,2015.0,26.0,0.0,17.0,13.0,4.0,52.0,15.0,5.0,37.0,13.0,16.0,0.0,3.0,6.0,4.0,4.0,12.0,0.0,0.0,23.0,14.0,1.0,1.0,0.0,17.0,0.0,2.0
United Kingdom,2016.0,40.0,0.0,36.0,35.0,14.0,83.0,27.0,25.0,96.0,29.0,30.0,0.0,10.0,11.0,11.0,6.0,22.0,1.0,4.0,26.0,20.0,7.0,4.0,0.0,37.0,6.0,1.0
United Kingdom,2017.0,67.0,0.0,35.0,37.0,13.0,111.0,42.0,35.0,139.0,29.0,30.0,0.0,7.0,15.0,8.0,5.0,24.0,0.0,1.0,51.0,15.0,9.0,6.0,0.0,48.0,5.0,2.0
United Kingdom,2018.0,81.0,0.0,31.0,30.0,18.0,173.0,58.0,44.0,206.0,24.0,35.0,1.0,14.0,38.0,9.0,13.0,25.0,0.0,6.0,81.0,27.0,8.0,11.0,4.0,81.0,10.0,2.0
United Kingdom,2019.0,64.0,0.0,42.0,41.0,15.0,131.0,45.0,39.0,177.0,33.0,45.0,4.0,11.0,36.0,12.0,1.0,27.0,0.0,11.0,56.0,25.0,10.0,4.0,0.0,56.0,10.0,0.0
United Kingdom,2020.0,53.0,0.0,41.0,48.0,13.0,162.0,53.0,54.0,208.0,55.0,32.0,4.0,13.0,31.0,16.0,7.0,43.0,0.0,24.0,81.0,30.0,14.0,17.0,1.0,82.0,7.0,1.0
United Kingdom,2021.0,11.0,0.0,8.0,3.0,3.0,26.0,9.0,11.0,35.0,6.0,8.0,1.0,3.0,1.0,4.0,1.0,6.0,0.0,1.0,7.0,3.0,3.0,2.0,1.0,11.0,1.0,1.0
United States,2015.0,16.0,0.0,10.0,14.0,2.0,30.0,8.0,6.0,30.0,9.0,8.0,0.0,2.0,5.0,2.0,3.0,7.0,0.0,1.0,11.0,8.0,1.0,3.0,0.0,10.0,3.0,1.0
United States,2016.0,28.0,0.0,19.0,24.0,15.0,61.0,31.0,25.0,86.0,19.0,19.0,1.0,13.0,5.0,7.0,6.0,19.0,1.0,3.0,28.0,12.0,5.0,3.0,0.0,28.0,3.0,2.0
United States,2017.0,69.0,0.0,34.0,37.0,13.0,113.0,48.0,38.0,139.0,28.0,33.0,0.0,8.0,16.0,6.0,4.0,20.0,0.0,2.0,51.0,17.0,9.0,6.0,0.0,51.0,4.0,3.0
United States,2018.0,75.0,0.0,27.0,27.0,18.0,159.0,59.0,43.0,212.0,21.0,33.0,1.0,16.0,38.0,10.0,14.0,28.0,0.0,6.0,70.0,30.0,8.0,11.0,4.0,88.0,10.0,0.0
United States,2019.0,58.0,0.0,40.0,44.0,17.0,129.0,41.0,41.0,168.0,41.0,41.0,4.0,10.0,30.0,12.0,2.0,27.0,0.0,12.0,53.0,19.0,9.0,4.0,0.0,55.0,8.0,2.0
United States,2020.0,56.0,0.0,35.0,36.0,12.0,137.0,46.0,61.0,202.0,46.0,25.0,4.0,10.0,30.0,15.0,6.0,43.0,0.0,15.0,68.0,28.0,14.0,17.0,1.0,82.0,4.0,2.0
United States,2021.0,6.0,0.0,5.0,3.0,2.0,14.0,7.0,9.0,17.0,2.0,6.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,5.0,4.0,1.0,2.0,1.0,6.0,1.0,0.0
